drugmort,aamort,chmort,infmort,physdistr,mentdistr,diabetic,hiv,foodins,healthyfood,mvmort,sleep,uninsure,chuninsure,healthcost,othpcp,disconyouth,houseincome,freelunch,segbw,segnww,homicide,firearm,under18,over65,aframer,amerindian,asian,hawaiin,hispanic,nonhispanicw,nonenglish,female,rural,lifelost,fairhealth,unhdays,mentunhdeays,lowbirth,smokers,obese,foodindex,physinactive,accessexercise,excdrinking,alcoholdrive,chlamydia,teenbirth,uninsureunder65,prevhospital,hba1c,mammogram,graduation,somecollege,laborforce,unemployed,chpoverty,chpovertyb,chpovertyhis,chpovertyw,X80income,X20income,singparent,socialassoc,violcrime,severehous,commute,new_pcp_ratio,new_mhp_ratio,new_othpcp_ratio,new_dent_ratio
2.63905733,5.771441123,3.761200116,1.791759469,2.197224577,2.302585093,11,125,9,2,2.397895273,3.555348061,8,3,9.153664195,43,11,11.32837743,32,36,34,0.693147181,2.079441542,24.7,2.509599262,14.1,0.4,2.9,0.1,4.9,74.9,0.9,50.1,50.4,8.720297287,2.564949357,1.131402111,3.3,1.945910149,14,32,8.8,23,69,19,36,5.568344504,23,6,4.077537444,89,65,94,68.7,54498,5,13,29,28,5,145081,10.53579603,3.17805383,6.9,5.442417711,2.564949357,38,2567,6.792344427,7.749753406,7.613818685
2.890371758,6.059123196,4.836281907,2.48490665,2.63905733,2.564949357,14,634,20,11,2.197224577,3.761200116,13,4,9.138414632,58,15,10.56338814,87,35,36,1.098612289,2.079441542,16.9,2.747270914,41.7,0.4,1,0.1,3.5,51.5,1.5,46.3,45.8,8.95040316,2.995732274,1.504077397,4.2,2.079441542,20,42,5.6,31,13,16,20,6.34738921,29,11,4.007333185,84,66.6,88,37.9,9438,8.3,36,47,76,27,76691,9.590556046,3.951243719,10.1,5.624017506,3.17805383,32,3232,6.206575927,7.448916103,6.601230119
2.564949357,5.616771098,4.094344562,1.871802177,2.197224577,2.302585093,11,177,11,2,2.397895273,3.433987204,11,5,9.139703292,115,17,11.03517994,42,29,28,1.098612289,1.945910149,18.6,3.303216973,12.7,0.3,1.4,0.2,6.3,78.2,2.2,52.6,54.7,8.629271095,2.48490665,1.131402111,3.4,1.945910149,13,29,8.6,21,76,17,30,5.799092654,20,10,3.891820298,89,74.8,93,59,19244,5.1,16,27,33,10,120359,10.08288818,3.663561646,13.8,5.433722004,2.708050201,32,1141,5.583496309,6.770789424,7.165493475
3.433987204,5.976350909,4.007333185,1.609437912,2.302585093,2.397895273,13,405,12,6,2.48490665,3.583518938,10,3,9.142382679,80,19,10.91998554,48,44,39,1.098612289,2.197224577,22.2,2.785011242,10.7,0.3,1.8,0.1,4.5,80.4,1,49.1,29.5,8.976893928,2.63905733,1.16315081,3.7,2.079441542,16,34,7.8,26,81,16,41,5.717027701,36,8,3.988984047,87,61.8,91,55.7,76345,5.8,18,47,26,14,104578,10.0622419,3.555348061,12.6,5.634789603,2.63905733,37,1662,6.214608098,7.128495946,7.415776975
2.48490665,5.963579344,4.406719247,2.197224577,2.302585093,2.397895273,12,259,15,7,2.48490665,3.610917913,13,4,9.156728603,174,12,10.86193699,58,36,33,1.791759469,2.079441542,21.9,2.681021529,25,0.4,3.2,0.1,5.2,64.1,3,52.4,25.8,8.988071438,2.772588722,1.252762968,3.7,2.197224577,15,36,7,26,82,16,29,6.345636361,29,11,4.007333185,84,67.8,84,63,50820,6.8,22,28,27,15,101056,9.998888637,3.688879454,9.7,6.210600077,3.044522438,23,1354,6.12905021,6.354370041,7.17930797
3.135494216,5.789960171,3.784189634,2.079441542,2.302585093,2.397895273,14,164,13,4,2.564949357,3.465735903,12,5,9.168580438,81,23,10.88492912,44,53,49,1.098612289,2.079441542,17.7,3.258096538,13.4,0.4,1.4,0,3.4,79.9,0.2,51.5,35.5,8.796792688,2.48490665,1.193922468,3.5,1.945910149,15,29,7.8,26,86,16,47,6.02827852,27,10,3.80666249,90,75.2,93,63.6,26029,10.6,21,30,7,12,108821,10.13130019,3.555348061,18.4,5.948034989,2.833213344,29,1230,6.274762021,7.112327445,7.448916103
3.737669618,6.410174882,4.49980967,2.397895273,2.48490665,2.564949357,12,2414,24,1,2.079441542,3.761200116,12,3,9.192685437,203,19,10.67341057,84,69,65,3.496507561,3.465735903,21.1,2.525728644,62.1,0.4,2.8,0.1,4.8,28.3,1.7,52.9,0,9.416785274,2.995732274,1.386294361,4,2.48490665,24,34,5.9,27,99,17,24,7.074116816,53,10,4.007333185,81,62.7,70,61.5,295482,7.7,34,41,29,11,91244,9.588434283,4.17438727,9.7,7.236339343,3.17805383,40,1079,5.669880923,6.200509174,7.349230825
3.295836866,5.673323267,3.496507561,1.386294361,2.302585093,2.397895273,9,318,10,9,2.079441542,3.36729583,5,2,9.092682329,80,12,11.09338679,33,52,39,0,1.098612289,15.6,3.349904087,2.5,0.7,1.4,0.1,2.8,91,0.7,52.4,7.5,8.735364401,2.302585093,1.16315081,3.6,1.945910149,12,20,8,16,88,21,23,4.584967479,14,4,3.583518938,90,77.4,89,68,111332,6.3,12,45,12,11,118754,10.15708271,3.433987204,12.1,6.059123196,2.995732274,27,1004,5.420534999,7.127693699,6.937314081
3.135494216,5.777652323,3.610917913,1.791759469,2.302585093,2.48490665,10,107,12,6,2.302585093,3.496507561,5,2,9.051930635,92,13,10.83261553,47,60,42,0,1.609437912,17.5,3.072693315,2.9,0.3,1.5,0,4.3,89.3,1.4,51.6,31.6,8.770439087,2.564949357,1.223775432,4.1,2.079441542,14,24,7.9,19,79,19,30,4.343805422,19,4,3.713572067,91,71.3,88,62.2,65608,5.6,20,36,42,16,101023,9.931151357,3.610917913,11.4,5.758901774,2.890371758,23,919,4.94875989,6.996681488,7.104144093
3.33220451,5.80814249,3.401197382,1.609437912,2.48490665,2.564949357,11,251,12,5,2.079441542,3.663561646,5,2,9.15377002,72,12,10.9994129,49,49,42,0.693147181,1.386294361,20.9,2.772588722,4,0.6,2.3,0.1,7.2,84.5,4.3,51.5,9.8,8.76561455,2.772588722,1.458615023,4.5,2.079441542,17,28,8,25,95,18,28,5.501258211,21,4,4.143134726,91,76.4,87,60.8,288062,6.3,17,31,49,11,115000,9.962699412,3.526360525,8.6,6.249975242,2.944438979,37,1866,5.521460918,7.238496841,7.395107547
3.218875825,5.318119994,3.465735903,1.609437912,2.302585093,2.48490665,8,220,11,4,1.871802177,3.496507561,5,3,9.145801851,46,11,11.0737381,29,19,7,0.693147181,1.252762968,18.3,3.039749159,3.5,1.3,1,0.1,3.4,88,2.3,50.5,39,8.298788394,2.48490665,1.223775432,3.9,1.791759469,15,22,8.2,18,80,19,20,4.317488114,7,5,3.80666249,88,65,92,72.5,9328,6.9,13,31,34.5,20,121565,10.19738775,3.63758616,21.3,5.347107531,3.295836866,5,1157,5.327876169,7.678788998,7.455876687
3.17805383,5.609471795,3.433987204,1.386294361,2.302585093,2.48490665,10,250,9,5,1.609437912,3.583518938,5,2,9.136155474,77,11,11.13074222,44,56,58,0.693147181,1.098612289,21.8,2.772588722,3.1,0.8,3.9,0.1,19.2,72.4,5.6,51.8,4.2,8.562548893,2.63905733,1.16315081,4,2.079441542,15,26,8.6,21,97,19,27,5.840641657,19,4,4.060443011,91,74.6,87,68.1,405706,5.2,17,31,35,8,138699,10.14929239,3.526360525,9,5.945420609,2.944438979,41,1261,5.384495063,7.17472431,7.077498054
3.044522438,5.726847748,3.688879454,1.791759469,2.302585093,2.48490665,8,119,10,5,1.791759469,3.465735903,4,2,8.976135873,65,10,10.95649211,44,55,37,0.693147181,1.386294361,17.9,2.944438979,1.2,0.4,1.6,0.1,3.9,91.4,1.1,51.2,54.4,8.717354666,2.564949357,1.30833282,4,1.945910149,15,21,8.2,17,72,19,20,5.214935758,19,4,3.970291914,89,72.3,84,70.1,39341,4.5,17,66,34,12,100820,10.03249623,3.433987204,12.1,5.918893854,2.772588722,34,1288,5.003946306,7.33628566,7.380879036
2.890371758,5.805134969,3.761200116,1.791759469,2.564949357,2.63905733,11,453,12,5,1.945910149,3.63758616,5,2,9.063115652,117,16,10.84768524,59,61,51,1.386294361,1.791759469,22.3,2.740840024,7.8,0.8,2.5,0.2,24,64.1,5.5,51.7,8.6,8.777401287,2.944438979,1.504077397,4.6,2.079441542,18,28,8,25,94,19,28,6.230481448,33,4,4.094344562,91,71.1,79,59.2,221258,6.8,27,32,51,10,104161,9.820757905,3.871201011,8.9,6.405228458,2.995732274,27,1427,4.955827058,6.748759547,7.159291905
2.772588722,5.552959585,3.36729583,1.386294361,2.302585093,2.48490665,7,108,11,6,1.386294361,3.36729583,4,2,8.98619632,82,3,11.0162164,30,49,35,0.693147181,0.693147181,15.2,2.727852828,2.6,0.3,5.6,0.1,5.4,84.3,0.8,53.4,27.4,8.488587934,2.48490665,1.223775432,4.1,1.791759469,15,19,8.1,15,86,20,28,5.129898715,4,4,3.784189634,91,75.6,91,78.1,86635,4.4,12,27,31,10,119082,10.07171018,3.433987204,9.3,5.517452896,2.833213344,35,709,4.912654886,7.100851909,7.299797367
2.772588722,5.424950017,3.36729583,1.386294361,2.079441542,2.302585093,8,262,9,3,1.386294361,3.496507561,4,1,9.118334726,78,7,11.40784269,28,54,36,0,0.693147181,20.4,2.660259537,5,0.3,11.5,0.1,7.8,73.8,4.1,51.2,3,8.323851131,2.397895273,0.993251773,3.4,1.945910149,12,23,8.8,20,97,19,24,5.476463552,9,3,3.891820298,91,75.8,91,79.2,857671,4,8,30,24,5,164983,10.38535799,3.044522438,9.4,5.332718793,2.833213344,46,784,5.356586275,7.150701458,6.9902565
2.890371758,5.488937726,3.33220451,1.386294361,2.197224577,2.302585093,9,174,9,4,1.609437912,3.496507561,3,1,9.16104508,81,7,11.44236351,21,54,40,0,0.693147181,21.5,2.772588722,6.5,0.2,10.6,0.1,4.2,76.9,3,52.1,1.2,8.414495793,2.397895273,1.131402111,3.4,1.945910149,12,21,8.8,18,96,19,29,5.669880923,5,3,3.912023005,91,76.7,93,82,368331,4.3,6,16,16,5,169092,10.43962998,2.890371758,9.9,5.262690189,2.772588722,50,782,5.318119994,7.113142109,6.763884909
3.135494216,5.697093487,3.218875825,1.609437912,2.302585093,2.48490665,11,196,10,6,1.945910149,3.63758616,4,1,9.184201714,61,11,11.22171718,36,77,63,0.693147181,1.098612289,22.2,2.815408719,9.6,0.3,1.5,0.1,3.8,83.2,2.2,51.3,10.3,8.654517382,2.564949357,1.193922468,4.2,1.945910149,16,28,8.3,23,86,23,32,5.455321115,14,3,4.043051268,91,74.8,90,68.3,267574,5.2,12,30,28,7,140487,10.35063828,3.33220451,8.1,6.001414878,2.833213344,46,1580,5.446737372,7.403061091,7.262628601
2.944438979,5.683579767,3.988984047,1.609437912,2.397895273,2.564949357,8,920,16,1,1.386294361,3.555348061,6,2,9.134754385,241,9,10.94252675,70,69,50,1.945910149,1.791759469,17.2,2.406945108,20.6,0.8,9.1,0.2,22.1,46.2,10.5,51.6,0.1,8.63016467,2.772588722,1.280933845,4.1,2.197224577,14,21,7.6,18,100,23,30,6.212606096,19,5,3.988984047,89,74.1,70,71.7,416871,4.6,29,33,40,13,122046,9.690232449,3.931825633,9.9,6.703188113,3.218875825,47,663,4.997212274,6.02827852,6.272877007
3.044522438,5.707110265,3.737669618,1.609437912,2.302585093,2.48490665,10,242,10,5,1.945910149,3.583518938,4,2,9.147400572,109,11,11.09165105,40,55,44,0.693147181,1.386294361,21.8,2.667228207,4.4,0.4,4.9,0.1,10.8,78.1,3.2,50.7,18.4,8.648221454,2.63905733,1.280933845,4,1.945910149,17,27,8.3,21,91,21,29,5.351858133,17,4,3.951243719,90,72,88,67.9,425290,5.3,15,29,41,10,127252,10.13444053,3.433987204,9,6.075346031,2.833213344,42,970,5.488937726,6.823286122,7.28756064
2.564949357,5.755742214,3.784189634,1.791759469,2.302585093,2.397895273,10,69,11,1,2.564949357,3.401197382,11,4,9.08545719,31,16,10.9261363,42,70,38,0.693147181,2.197224577,24.6,2.740840024,1.3,0.8,0.8,0,7.2,88.6,0.9,50.1,64.5,8.698681067,2.564949357,1.223775432,3.5,1.791759469,17,30,8.6,23,65,21,38,5.525452939,28,9,3.871201011,83,60.5,87,56,60922,4,15,31,31,14,95642,10.10233841,3.135494216,11.7,5.38907173,2.564949357,34,3795,7.19518732,8.094073148,8.183676583
2.48490665,5.929589143,3.784189634,1.791759469,2.397895273,2.48490665,11,57,14,3,2.197224577,3.496507561,13,5,9.16136019,108,16,10.61312305,55,63,17,1.098612289,2.197224577,19.2,3.091042453,0.4,0.6,0.6,0.1,1.3,95.9,0.5,50.8,51.8,8.884887202,2.708050201,1.335001067,3.7,2.079441542,18,32,7.7,22,79,19,11,5.313205979,30,11,3.871201011,87,70.6,78,65.5,13751,5.9,25,52,32,24,74640,9.739261284,3.465735903,17.6,5.541263545,2.48490665,13,1074,6.018593214,6.834108739,7.090076836
2.772588722,5.768320996,3.912023005,1.791759469,2.397895273,2.397895273,13,34,13,0,2.708050201,3.465735903,15,6,9.057888249,30,17,10.80198085,52,63,27,1.098612289,2.63905733,18.7,3.254242969,0.2,1.1,0.3,0.1,2.1,95.1,0.5,50.3,100,8.75542238,2.63905733,1.280933845,3.7,1.945910149,17,32,8.2,26,58,18,50,5.214935758,31,12,3.713572067,88,65.7,87,54.7,10052,7.2,24,52,15,24,85226,9.957312639,3.433987204,12.9,4.941642423,2.833213344,35,2327,7.852827812,8.104099056,8.258163362
2.397895273,5.676753802,3.258096538,1.609437912,2.302585093,2.397895273,10,46,11,1,2.772588722,3.433987204,11,4,9.088172738,52,14,10.96240568,42,67,27,1.098612289,2.564949357,22.4,2.862200881,0.5,0.5,0.5,0,2.7,94.7,0.4,49.7,77.1,8.659386957,2.564949357,1.223775432,3.5,1.791759469,17,31,8.6,21,68,20,31,5.529429088,26,9,3.970291914,85,65.6,87,57.7,30639,4.1,14,52,4,16,94535,10.17736224,3.091042453,11.1,5.023880521,2.48490665,45,2695,7.058758153,7.556427969,8.157370441
2.944438979,5.92157842,3.912023005,1.945910149,2.302585093,2.397895273,11,60,13,6,2.397895273,3.401197382,11,4,9.317039991,53,15,10.74194646,45,56,30,0.693147181,2.302585093,20.8,2.93385687,1.6,0.6,0.7,0,5.1,90.2,0.3,50.7,30.3,8.838406747,2.564949357,1.223775432,3.6,2.079441542,17,35,7.6,26,86,21,40,5.638354669,30,9,4.189654742,84,67.6,80,65.2,52570,5.5,21,52,35,17,85517,9.886849911,3.583518938,11.9,5.690359454,2.564949357,23,1896,6.173786104,7.542743545,7.319202459
3.135494216,5.826000107,3.912023005,1.791759469,2.302585093,2.397895273,13,57,12,0,2.944438979,3.401197382,15,7,9.044757931,57,17,10.78159863,53,63,23,1.098612289,2.251291799,18.7,3.202746443,0.6,1.6,0.3,0,2.3,94.1,0.5,50.5,100,8.862908295,2.48490665,1.193922468,3.5,2.079441542,17,29,8.4,21,90,20,35,5.111987788,25,13,3.850147602,90,66.7,77,59.5,8794,6.6,19,52,33,13,84000,10.06317999,3.526360525,15.4,4.672828834,2.772588722,39,2503,6.877296071,7.465082736,7.821643126
2.890371758,5.963579344,4.17438727,2.197224577,2.48490665,2.48490665,13,204,15,8,2.564949357,3.496507561,15,5,9.0932446,65,18,10.74909828,56,71,59,1.098612289,2.302585093,22.3,2.901421594,15.1,0.6,2,0.1,5.3,75.1,1.1,51,32.9,8.971448464,2.63905733,1.30833282,3.7,2.079441542,19,35,6.9,26,78,21,33,6.224558429,41,12,3.713572067,87,65.2,68,62.4,74150,5,26,53,41,16,92352,9.856710361,3.610917913,12.7,6.063785209,2.708050201,19,1167,6.406879986,7.333676396,7.494430215
2.63905733,5.924255797,4.060443011,1.791759469,2.397895273,2.48490665,10,60,13,6,2.564949357,3.555348061,14,5,9.135724579,41,25,10.76100445,52,66,28,1.098612289,2.197224577,23.8,2.815408719,2.1,0.5,0.7,0,4.4,90.9,1.5,48.4,62.7,8.92651751,2.708050201,1.335001067,3.8,1.945910149,19,32,7.6,28,52,20,35,5.556828062,39,11,4.262679877,86,63,82,51.7,19256,4.9,24,88,59,25,81474,9.924172144,3.433987204,12.6,5.420534999,2.772588722,31,2074,6.695798917,7.79399909,7.548555979
3.258096538,6.059123196,4.025351691,2.302585093,2.48490665,2.48490665,13,126,15,9,2.397895273,3.610917913,12,4,9.196038587,95,17,10.68884922,51,59,47,1.609437912,2.48490665,23.2,2.821378886,10.9,0.8,2.2,0.1,4.8,78.6,1,51.1,31,9.015662793,2.772588722,1.360976553,3.8,2.079441542,20,34,6.9,27,70,19,33,6.481577129,43,10,4.043051268,87,69.6,75,58.8,64682,4.9,24,45,39,20,84612,9.865993348,3.737669618,11.8,6.357842267,2.708050201,23,1798,5.940171253,6.955592608,7.319202459
2.63905733,5.857933154,4.158883083,1.945910149,2.397895273,2.397895273,12,73,13,2,2.708050201,3.465735903,14,5,9.154193211,25,13,10.81755582,53,46,37,1.098612289,2.302585093,21.1,2.990719732,5.3,1.2,0.8,0,3.6,86.4,0.4,50,71.2,8.837100411,2.564949357,1.30833282,3.6,2.079441542,17,35,8.2,24,61,20,20,5.411646052,36,12,3.871201011,85,64.1,82,57.5,24288,4.8,23,47,62,15,86349,9.973340054,3.496507561,9.9,5.129898715,2.564949357,36,5161,6.900730664,8.287528423,8.454466362
2.564949357,5.846438775,3.912023005,1.791759469,2.48490665,2.48490665,12,40,15,6,1.945910149,3.433987204,16,6,9.126523886,24,23,10.62220501,67,65,21,1.098612289,2.197224577,17.2,3.242592351,0.6,3,0.4,0,1.5,92,0.1,50,82.7,8.814330423,2.708050201,1.386294361,3.9,1.791759469,19,33,7.1,27,78,18,64,4.912654886,31,13,3.784189634,89,70.8,87,54.7,10695,8.8,28,52,21,29,74021,9.805378459,3.496507561,14.4,4.941642423,2.708050201,33,1834,7.504391559,8.351846739,7.74586823
2.48490665,5.814130532,3.784189634,1.791759469,2.564949357,2.48490665,12,68,17,10,2.48490665,3.555348061,16,6,9.1461218,76,18,10.65662386,49,56,29,1.098612289,1.945910149,18.7,2.809402695,6.9,15.7,1,0,1.8,70.2,0.3,44.7,48.9,8.772145439,2.772588722,1.386294361,3.9,1.791759469,22,35,6.4,28,85,22,48,5.451038454,27,13,4.204692619,86,66.9,77,54.6,16880,7.4,27,80,28,25,78756,9.747768978,3.610917913,12,5.525452939,2.63905733,16,1666,6.342121419,7.178545484,7.410951876
3.044522438,6.169610732,3.970291914,1.791759469,2.564949357,2.564949357,12,53,17,3,2.708050201,3.526360525,16,6,9.203215047,52,21,10.41181005,61,63,20,1.098612289,2.397895273,19.7,3.095577609,0.7,0.8,0.3,0,2,94.8,0.4,50.4,70.6,9.026297334,2.833213344,1.410986974,4.1,1.945910149,22,34,7.1,30,74,18,38,5.231108617,44,13,4.248495242,84,63.7,86,54.6,11896,7.4,39,52,31,42,64592,9.617670407,3.63758616,12.4,5.726847748,2.944438979,35,3065,7.149131599,7.554858521,8.13005904
2.397895273,5.541263545,3.433987204,1.791759469,2.302585093,2.302585093,11,51,10,3,2.079441542,3.36729583,8,3,9.11107237,26,9,11.08292686,27,65,40,1.098612289,1.609437912,22.8,2.76000994,1.9,0.5,1.6,0.1,4.5,90,0.7,50.5,52.9,8.444192299,2.48490665,1.193922468,3.4,1.945910149,16,32,8.4,19,71,22,15,5.442417711,13,7,3.891820298,90,69.4,89,76.7,40104,3.7,11,52,26,12,109857,10.21639868,3.17805383,8.7,4.682131227,2.48490665,27,2761,7.145984468,8.261009786,8.261009786
2.708050201,5.676753802,3.912023005,1.791759469,2.397895273,2.397895273,13,57,12,10,2.079441542,3.401197382,11,4,9.02749868,155,14,10.77092412,43,63,30,1.098612289,2.48490665,20.1,3.0301337,0.5,0.7,0.6,0.1,1.5,95.5,0.1,49.9,32.8,8.591558273,2.63905733,1.30833282,3.8,2.079441542,18,30,7.4,22,90,19,67,5.257495372,25,9,3.663561646,88,69.2,85,57.7,12802,5.4,18,52,32,15,82599,9.831776705,3.401197382,18.5,5.48272009,2.48490665,13,1129,6.150602768,6.469250317,6.980075941
2.833213344,5.749392986,3.931825633,1.791759469,2.302585093,2.397895273,11,54,12,5,2.397895273,3.496507561,10,3,9.149846992,35,13,10.94658713,42,69,51,0.693147181,2.197224577,21.6,2.827313622,6.7,0.5,2.1,0,5.3,83.4,1.1,51.1,38,8.745284482,2.564949357,1.223775432,3.5,1.945910149,16,36,7.9,25,64,21,34,5.916202063,21,8,3.871201011,89,71.8,78,70.3,56313,4.2,16,29,12,15,97318,10.15731549,3.36729583,11.1,5.247024072,2.63905733,27,2585,6.69950034,7.959625305,7.320526962
2.63905733,6.120297419,4.219507705,2.079441542,2.48490665,2.564949357,12,155,18,9,2.302585093,3.555348061,11,3,9.355046593,59,18,10.69605011,54,67,61,2.63905733,2.944438979,23.2,2.778819272,20.3,0.6,1.1,0,3.3,72.5,0.4,51.8,16.8,9.151651376,2.833213344,1.410986974,4.2,2.302585093,22,33,6.3,27,84,18,26,6.559615237,41,9,4.060443011,85,68.7,76,63.9,182886,5.8,30,58,31,20,83734,9.773321918,3.80666249,9.7,6.639875834,2.944438979,29,1089,6.056784013,7.433075349,7.270312886
3.091042453,5.92157842,4.343805422,1.791759469,2.48490665,2.48490665,14,27,15,3,2.890371758,3.465735903,15,6,9.217018027,32,23,10.61511295,57,63,20,1.098612289,2.48490665,18.9,3.246490992,0.5,0.6,0.4,0,1.4,96.3,0.7,49.3,88.6,8.909775674,2.833213344,1.410986974,4,2.079441542,20,35,7.6,31,62,18,20,5.298317367,31,12,4.127134385,86,67.8,85,52.4,10116,6.9,32,52,19,34,68082,9.771041285,3.401197382,9.8,5.480638923,2.890371758,42,2541,7.042286172,8.053887084,8.523771507
2.48490665,5.552959585,3.713572067,1.609437912,2.302585093,2.397895273,9,78,12,4,2.197224577,3.433987204,12,4,9.054621797,182,14,10.91279493,34,73,26,0.693147181,1.945910149,20.7,2.867898902,1.3,1.2,0.7,0.1,2.8,92.5,0.6,50.5,48,8.511778559,2.48490665,1.193922468,3.5,1.945910149,17,27,8.1,20,92,21,18,5.743003188,22,10,3.761200116,87,71.3,79,69.7,48580,4.4,12,52,18,12,96342,10.11484188,3.258096538,11.9,5.241747015,2.772588722,19,693,5.676753802,6.308098442,7.019296654
1.945910149,5.84932478,3.663561646,1.609437912,2.48490665,2.48490665,11,28,14,2,2.890371758,3.465735903,14,5,9.109856833,44,17,10.75333929,53,54,25,1.098612289,2.397895273,22.3,2.895911938,0.6,0.5,0.5,0,2.1,95.2,0.4,50.2,69.1,8.742414583,2.63905733,1.360976553,3.9,1.945910149,18,32,7.9,27,47,20,47,5.438079309,30,11,4.158883083,87,65.7,79,54.2,20918,5.1,25,52,38,32,77837,9.878323579,3.295836866,11.6,5.257495372,2.772588722,33,3525,6.950814768,7.739359203,8.027150107
2.995732274,5.863631176,4.143134726,1.945910149,2.397895273,2.48490665,9,201,16,13,1.945910149,3.465735903,12,4,9.175334763,101,7,10.76785321,42,49,38,1.386294361,2.079441542,20.2,2.509599262,11.5,0.6,6.5,0.1,7.7,70.6,1.8,51.5,13.2,8.845777255,2.708050201,1.30833282,3.8,2.079441542,17,30,6.1,20,92,22,29,6.408528791,21,10,3.850147602,87,64.6,76,76.4,146501,4.4,24,48,36,16,93770,9.787571523,3.63758616,14.8,6.315358002,2.995732274,17,942,5.749392986,6.897704943,7.202661197
2.772588722,5.84932478,3.555348061,1.609437912,2.397895273,2.397895273,10,62,13,2,2.564949357,3.465735903,12,3,9.083302139,39,25,10.83983578,46,88,27,1.098612289,2.397895273,23,2.595254707,4.8,0.6,0.5,0,4.7,88.3,0.4,46.4,60.5,8.76499033,2.63905733,1.280933845,3.6,1.791759469,18,38,8.2,21,73,22,31,5.351858133,32,10,4.007333185,86,64.8,81,56.6,29544,4.4,18,6,14,19,86686,9.983222521,3.295836866,9.3,5.231108617,2.63905733,46,3062,6.793466133,7.851271997,7.892078421
2.995732274,6.11368218,4.394449155,1.791759469,2.397895273,2.48490665,13,31,15,10,2.708050201,3.496507561,14,5,9.135077887,75,24,10.59347976,64,63,22,1.098612289,2.995732274,16.8,3.346389145,0.7,0.8,0.6,0.1,2.2,94.1,0.1,50.5,58.9,9.254165852,2.708050201,1.360976553,3.9,1.945910149,17,33,6.8,25,87,18,24,5.030437921,34,12,3.583518938,86,70.3,72,57.1,10158,7.2,32,52,10,29,70981,9.820323311,3.496507561,14.9,5.429345629,2.63905733,21,1695,6.556778356,7.195937226,7.575584652
2.302585093,5.805134969,3.761200116,1.609437912,2.564949357,2.564949357,9,61,17,4,2.302585093,3.496507561,14,5,9.147932912,68,6,10.64440056,44,47,28,1.098612289,1.791759469,17.3,2.424802726,2.6,3.8,2.1,0.1,3.9,85.8,0.6,51.4,46.6,8.762802487,2.833213344,1.386294361,4,1.945910149,22,31,6.9,23,74,23,34,5.762051383,12,12,4.143134726,84,65.5,79,68.9,35647,4.5,20,55,24,24,82669,9.624699147,3.610917913,9.2,5.288267031,3.17805383,16,1962,6.196444128,7.295056416,7.639642288
2.079441542,5.924255797,3.931825633,1.791759469,2.397895273,2.397895273,11,468,15,10,2.302585093,3.583518938,12,4,9.237274373,82,21,10.83334583,51,62,52,1.386294361,2.197224577,21.9,2.797281335,8.1,0.4,0.9,0,3.4,84.8,0.4,48.9,41.8,8.87696334,2.63905733,1.252762968,3.7,2.079441542,19,34,6.9,23,68,21,33,6.17586727,36,9,3.988984047,88,66,80,58.4,73043,5.1,25,64,36,23,87682,9.879911816,3.583518938,9.2,5.945420609,2.833213344,28,1902,6.12249281,7.112327445,7.394493107
2.63905733,5.793013608,4.077537444,1.945910149,2.397895273,2.397895273,8,147,15,9,2.197224577,3.401197382,11,3,9.058935918,119,10,10.86383345,48,50,38,1.386294361,2.079441542,22,2.624668592,11,0.5,2.7,0.1,4.8,78.1,1,50.9,17.5,8.768574284,2.772588722,1.280933845,3.6,2.079441542,18,31,6.8,19,75,21,25,6.658011046,26,9,3.688879454,87,67.4,77,77.4,129993,4.1,19,49,32,13,96128,9.871738854,3.583518938,11.1,6.126869184,2.772588722,19,1023,5.762051383,6.733401892,7.339537695
2.48490665,5.683579767,3.871201011,1.791759469,2.397895273,2.397895273,9,168,13,5,2.197224577,3.465735903,13,4,9.107532152,148,12,10.90687299,48,60,49,1.098612289,1.945910149,24.9,2.525728644,9.6,0.7,2.9,0.1,10.3,74.6,2.7,50.8,15.7,8.634264863,2.564949357,1.252762968,3.7,2.079441542,17,29,7.8,20,92,22,28,6.363028104,32,11,3.610917913,83,64.8,78,69.4,343743,3.6,19,49,40,10,100227,10.059294,3.465735903,12.2,5.934894196,2.708050201,21,1098,5.950642553,6.51174533,7.276556403
2.397895273,5.768320996,3.36729583,1.791759469,2.302585093,2.397895273,11,50,13,3,2.397895273,3.401197382,12,4,9.359277485,20,19,10.96429413,43,63,36,1.098612289,2.564949357,21.7,2.797281335,1.2,0.5,0.6,0,4.7,91.9,0.7,49.3,77.3,8.714239144,2.564949357,1.252762968,3.5,1.945910149,16,30,8,24,51,21,35,5.023880521,20,10,4.290459441,81,59.7,86,60.5,39322,7.5,15,11,14,15,95877,10.1673891,3.258096538,9.4,5.099866428,2.63905733,52,2519,6.688354714,8.499029221,7.675546003
2.944438979,5.874930731,3.988984047,2.197224577,2.397895273,2.397895273,11,72,12,7,2.63905733,3.496507561,12,3,9.097731428,45,12,10.79984085,44,65,42,0.693147181,2.197224577,21.7,2.850706502,2.7,0.6,0.5,0,7.6,87.1,0.5,49.3,51.8,8.86939816,2.708050201,1.335001067,3.7,1.945910149,17,31,7.8,22,71,21,25,5.347107531,31,9,3.871201011,87,64.8,86,61.8,47944,4.8,21,42,43,17,88331,9.979383212,3.583518938,12.4,5.379897354,2.708050201,41,3668,6.240275845,7.714231145,7.760893196
