drugmort,aamort,chmort,infmort,physdistr,mentdistr,diabetic,hiv,foodins,healthyfood,mvmort,sleep,uninsure,chuninsure,healthcost,othpcp,disconyouth,houseincome,freelunch,segbw,segnww,homicide,firearm,under18,over65,aframer,amerindian,asian,hawaiin,hispanic,nonhispanicw,nonenglish,female,rural,lifelost,fairhealth,unhdays,mentunhdeays,lowbirth,smokers,obese,foodindex,physinactive,accessexercise,excdrinking,alcoholdrive,chlamydia,teenbirth,uninsureunder65,prevhospital,hba1c,mammogram,graduation,somecollege,laborforce,unemployed,chpoverty,chpovertyb,chpovertyhis,chpovertyw,X80income,X20income,singparent,socialassoc,violcrime,severehous,commute,new_pcp_ratio,new_mhp_ratio,new_othpcp_ratio,new_dent_ratio
2.302585093,5.991464547,4.382026635,2.079441542,2.48490665,2.48490665,11,707,20,6,2.48490665,3.688879454,23,8,9.109303828,128,15,10.79722588,67,46,42,2.48490665,2.995732274,22.1,2.63905733,39.3,0.3,2.9,0.2,6.2,49.4,2,51.8,4.5,8.984944286,2.890371758,1.335001067,3.7,2.302585093,17,31,6.3,22,85,16,26,6.679599186,39,19,3.761200116,87,70.2,81,68.4,133265,5.7,25,41,39,14,95832,9.884202791,3.784189634,11.6,5.983936281,2.995732274,23,1186,6.802394763,6.661854741,7.368339686
2.890371758,5.590986981,3.401197382,1.609437912,2.302585093,2.302585093,9,171,9,6,2.079441542,3.526360525,19,7,9.194922119,38,13,11.22370888,31,28,25,0.693147181,2.397895273,25.7,2.525728644,6.2,0.5,2,0.1,10.1,79.8,3,50.8,17.1,8.537779825,2.63905733,1.223775432,3.5,1.945910149,15,27,8.4,20,80,18,19,5.303304908,22,16,4.025351691,87,63,86,69.3,119452,4.6,12,22,43,8,126021,10.35783806,3.218875825,7.1,4.430816799,2.708050201,54,2817,7.134890852,7.871311203,7.626082758
2.197224577,5.883322388,3.871201011,1.609437912,2.772588722,2.63905733,8,335,22,21,2.079441542,3.63758616,23,9,9.070388412,123,6,10.41337273,78,34,27,1.386294361,2.302585093,17.4,2.292534757,26.9,0.4,4.5,0.1,10.6,56.1,3.3,52.5,5.9,8.85865297,3.17805383,1.609437912,4.6,2.197224577,20,25,4.2,22,85,18,24,6.70073111,20,20,3.63758616,86,67.8,80,70.3,56558,5.9,42,56,57,14,75750,9.238927829,3.761200116,10.3,5.918893854,3.17805383,18,1440,6.01615716,6.703188113,7.522400231
2.079441542,5.978885765,3.931825633,1.945910149,2.63905733,2.564949357,12,992,24,14,2.197224577,3.850147602,29,9,9.100078978,20,25,10.63899954,89,31,28,2.397895273,2.772588722,28.1,2.140066163,66.7,0.6,5.4,0.1,13,13.1,6,52.7,0.9,8.917444732,3.135494216,1.481604541,4.1,2.397895273,20,38,4.4,25,82,13,20,6.658011046,47,23,3.688879454,82,54.2,61,52.6,125051,7.5,35,36,55,25,75682,9.778321076,3.931825633,4.3,6.356107661,3.218875825,48,3223,7.53689713,8.495356497,8.216628493
2.708050201,5.602118821,3.828641396,1.791759469,2.397895273,2.302585093,9,367,14,9,2.079441542,3.583518938,21,8,9.138414632,81,12,11.15763528,46,41,36,1.386294361,2.302585093,24.6,2.397895273,26.6,0.5,5.3,0.1,12.8,53.1,4.2,51.7,0.2,8.557374981,2.63905733,1.252762968,3.4,2.079441542,15,23,7.2,18,89,17,25,5.966146739,23,17,3.951243719,85,63.5,81,73.4,398123,5,16,25,34,7,129949,10.26538384,3.433987204,7.3,5.587248658,2.833213344,50,1445,6.64118217,7.115582126,7.332369206
2.63905733,6.159095388,4.369447852,1.945910149,2.63905733,2.564949357,12,279,18,8,2.995732274,3.63758616,28,10,9.34696697,107,29,10.45665402,85,34,33,1.609437912,2.833213344,24.8,2.533696814,27.8,0.4,0.9,0.1,11.5,58.5,1.6,48.6,66.6,9.021598247,3.091042453,1.504077397,4.1,2.302585093,20,35,6.3,33,58,15,24,6.118097198,71,22,4.418840608,81,60.1,80,40.2,17395,6.6,34,45,62,21,70660,9.47216603,3.784189634,10.7,6.023447593,2.772588722,22,1647,8.592115118,6.842683282,8.032360148
2.48490665,6.238324625,4.454347296,2.079441542,2.708050201,2.63905733,13,344,17,8,3.295836866,3.663561646,33,10,9.265112608,59,25,10.43854715,95,37,28,2.197224577,2.890371758,26.9,2.660259537,22.7,1.4,1,0.2,18.7,56.5,7.9,50.5,58.9,9.266058861,3.135494216,1.568615918,4.2,2.397895273,21,35,6.5,33,59,15,23,5.774551546,71,26,4.418840608,86,61.5,86,40.1,19707,6.4,36,60,57,18,69703,9.591444479,3.761200116,10,5.96100534,2.995732274,23,2305,7.899895323,7.437206367,8.248005702
2.397895273,5.587248658,3.912023005,1.791759469,2.197224577,2.302585093,10,219,11,2,2.197224577,3.526360525,14,6,9.077951184,36,16,11.22833195,33,20,15,1.098612289,2.397895273,25.9,2.48490665,16.6,0.4,4.3,0.2,6.5,69.6,1.5,51,16.2,8.614138397,2.564949357,1.131402111,3.3,2.079441542,15,30,8.4,20,71,19,20,5.093750201,20,12,3.713572067,83,59.4,88,74.1,66525,5,11,16,31,8,121795,10.44126665,3.091042453,7.2,3.970291914,2.397895273,32,865,7.323830566,7.926602599,7.483244416
2.302585093,5.793013608,3.737669618,1.386294361,2.302585093,2.397895273,11,184,13,7,2.302585093,3.555348061,17,7,9.119868469,60,16,11.11643992,43,41,36,1.386294361,2.48490665,25.5,2.549445171,17.6,0.4,1.9,0.1,6.8,71.8,1.7,51.3,32.9,8.68067166,2.564949357,1.252762968,3.5,1.945910149,15,27,7.6,23,61,19,23,5.541263545,32,14,3.891820298,88,60.7,70,61.8,67350,5.2,16,38,38,12,109616,10.19593326,3.36729583,8,5.231108617,2.708050201,46,2054,7.455876687,7.419380583,7.966933498
2.995732274,5.916202063,4.442651256,1.945910149,2.302585093,2.397895273,11,109,12,0,2.944438979,3.526360525,22,10,9.179365568,34,19,11.00534457,48,34,23,1.791759469,3.218875825,21.2,2.923161581,0.8,0.5,0.7,0.1,4,92.9,0.4,49.9,80.3,8.997642079,2.564949357,1.223775432,3.5,1.945910149,15,28,8.6,22,85,17,9,4.983606622,37,18,4.094344562,86,61.4,89,55.6,10918,5,18,41,22,16,115193,10.08376536,3.555348061,14.4,4.304065093,2.890371758,55,1640,6.799055862,7.977281987,7.754052639
2.079441542,5.783825182,4.219507705,1.945910149,2.48490665,2.48490665,10,1316,21,9,2.197224577,3.713572067,24,8,9.036106025,83,18,10.89662821,71,73,64,2.48490665,2.63905733,23.7,2.370243741,53.4,0.5,6.2,0.1,8.8,29.7,5.4,52.5,0.3,8.811801224,2.833213344,1.30833282,3.7,2.302585093,16,27,5.8,20,96,16,22,6.466144724,38,19,3.663561646,86,62.4,72,70,371671,5.9,28,34,49,8,107834,9.996522419,3.80666249,7.3,6.442540166,3.091042453,49,940,6.003887067,7.097548851,7.477038472
1.386294361,6.28785856,4.691347882,2.48490665,2.708050201,2.63905733,12,851,28,21,2.302585093,3.80666249,24,5,9.057305736,130,18,10.45734393,100,50,49,2.302585093,2.63905733,24.8,2.653241965,68.1,0.3,0.9,0.2,2.7,27,0.4,53.6,14,9.298625937,3.218875825,1.568615918,4.4,2.564949357,22,34,2.9,29,71,12,10,6.932447892,64,19,3.931825633,88,66.2,78,57.2,37924,7.7,42,51,54,16,70680,9.317039991,4.127134385,12.2,6.767343125,3.218875825,13,1062,6.837332815,6.642486801,7.41517511
2.564949357,5.929589143,3.912023005,2.079441542,2.48490665,2.397895273,12,209,17,10,2.63905733,3.761200116,21,8,9.173676388,37,21,10.9758072,61,31,29,1.386294361,2.197224577,26.7,2.370243741,43.1,0.4,1.7,0.2,9.1,43.7,2,52.3,15.8,8.847647356,2.890371758,1.360976553,3.7,2.197224577,18,32,6.3,26,76,17,29,6.214608098,33,17,4.143134726,83,60.2,88,63.3,68274,6.2,22,23,33,14,97170,10.13161865,3.610917913,5.8,5.707110265,2.890371758,51,2352,7.290292882,7.903226809,7.776954403
2.079441542,6.035481433,4.234106505,1.791759469,2.302585093,2.397895273,14,112,12,4,2.944438979,3.583518938,18,6,9.196951135,19,18,11.05492945,40,35,36,1.098612289,2.397895273,26.6,2.397895273,13.8,0.4,1.1,0.2,4,79.1,0.4,50.2,67.1,8.976514972,2.564949357,1.223775432,3.6,2.197224577,16,35,8.1,25,47,19,29,5.891644212,31,15,4.127134385,89,66.5,87,55.3,26706,5,15,30,4,12,105088,10.2632577,3.295836866,7.9,4.48863637,2.63905733,55,4263,8.062432792,8.554681636,9.160940022
3.17805383,6.248042875,4.234106505,1.945910149,2.48490665,2.48490665,13,226,19,8,3.218875825,3.63758616,26,9,9.024251729,10,31,10.48609416,79,24,24,1.791759469,2.890371758,22,2.980618636,28.9,0.4,0.9,0,5.4,63.6,1.7,52.2,70.6,9.304923014,2.944438979,1.410986974,3.9,2.302585093,17,31,6.3,28,45,15,32,6.118097198,59,21,3.912023005,85,61.9,83,32,7613,7.4,35,49,33,12,68255,9.566335085,3.713572067,13.4,5.894402834,2.833213344,23,1944,8.079308192,9.17802377,7.925157512
3.36729583,6.073044534,4.65396035,1.945910149,2.48490665,2.48490665,12,98,14,0,2.995732274,3.526360525,26,11,9.186355009,66,19,10.59152168,62,34,38,1.791759469,2.397895273,17.6,3.269568939,0.9,0.4,0.5,0,2,95,1.1,51.1,100,9.284798283,2.833213344,1.410986974,4,2.079441542,17,26,8,25,89,14,24,4.65396035,45,22,4.060443011,86,58.9,93,39.6,10094,6,30,41,37,33,71399,9.631810054,3.401197382,17.7,5.407171771,2.772588722,25,1397,7.265429723,7.325807503,8.488999457
2.397895273,5.505331536,3.583518938,1.945910149,2.197224577,2.302585093,13,206,11,7,2.197224577,3.610917913,14,7,9.080687164,117,11,11.29710503,26,41,34,1.098612289,2.079441542,23.5,2.827313622,22.1,0.4,4.6,0.1,7.3,64,1.2,51.5,18.2,8.521185213,2.564949357,1.131402111,3.3,1.945910149,13,31,8,20,85,16,19,5.552959585,10,12,3.610917913,89,67.6,92,74.7,54393,5.1,10,21,22,7,145989,10.4894392,3.044522438,14,4.382026635,2.63905733,49,877,6.52649486,6.754604099,6.970730078
2.63905733,6.075346031,4.143134726,2.397895273,2.564949357,2.48490665,14,202,16,10,2.564949357,3.63758616,24,8,9.218506935,175,15,10.62449306,68,46,43,1.791759469,2.564949357,23.4,2.778819272,14.4,0.8,1.4,0.3,10.7,71.8,2.7,51.7,36.8,9.060911858,2.890371758,1.410986974,3.9,2.197224577,17,31,6.5,28,71,16,14,6.156978986,40,19,3.970291914,87,62,90,52.4,42787,6.6,29,40,51,22,86410,9.716796463,3.583518938,11,5.883322388,2.944438979,24,801,6.767343125,6.34738921,7.763871288
2.63905733,5.384495063,3.33220451,1.386294361,2.197224577,2.197224577,11,62,7,4,2.197224577,3.465735903,15,6,9.233373071,33,11,11.49155882,17,46,34,0,2.079441542,28.6,2.433613355,3.4,0.5,10.3,0.1,9.6,75,3,50.2,9.9,8.329416784,2.48490665,1.064710737,3.1,1.945910149,12,29,9.2,20,81,18,23,4.584967479,12,12,3.871201011,86,65.5,94,76.8,101774,4.4,7,12,26,4,155755,10.60559447,2.708050201,6.5,4.234106505,2.564949357,50,2491,7.70210434,8.017966703,7.847371836
3.36729583,6.327936784,4.532599493,1.945910149,2.564949357,2.564949357,12,147,16,1,3.33220451,3.583518938,24,8,9.194718991,76,26,10.60052715,61,28,27,1.791759469,2.564949357,22,2.944438979,9.6,0.3,0.9,0,4.3,83.4,1.1,51.2,88.9,9.375939553,2.944438979,1.458615023,4.1,2.397895273,18,30,7.5,33,29,15,17,5.978885765,59,20,4.17438727,88,54.7,92,39.7,9203,6.3,31,25,69,27,70986,9.561630846,3.433987204,16.2,4.955827058,2.63905733,37,3711,7.239932591,7.17930797,8.403352375
2.63905733,5.860786223,4.094344562,1.945910149,2.397895273,2.397895273,9,1393,20,6,2.079441542,3.63758616,20,8,9.077494459,136,13,11.00061541,57,73,62,2.397895273,2.63905733,22.9,2.379546134,43.3,0.3,6.9,0.1,7.5,40.3,2.6,51.6,1.1,8.847503626,2.708050201,1.223775432,3.6,2.397895273,16,24,6.2,18,90,18,23,6.504288174,35,17,3.688879454,85,64.9,73,75.8,514221,5.8,24,39,41,4,131155,9.961567764,3.737669618,9.3,6.694562059,3.044522438,37,948,6.259581464,6.602587892,7.28756064
2.708050201,5.910796644,4.094344562,1.945910149,2.48490665,2.48490665,12,80,13,2,3.258096538,3.526360525,30,13,9.172534657,44,19,10.68982904,70,45,34,1.791759469,2.772588722,20.4,3.117949906,0.7,0.7,0.6,0.5,11.5,86,3.6,50,87.6,8.88322423,2.890371758,1.386294361,4,2.079441542,17,30,8.1,26,64,15,13,4.990432587,52,26,3.931825633,84,58.4,91,40.6,11694,5.8,31,41,82,36,78865,9.775142687,3.465735903,8.7,5.468060141,2.833213344,41,1602,7.244227516,7.724004657,8.209308412
2.564949357,5.991464547,3.80666249,2.197224577,2.48490665,2.48490665,12,408,18,9,2.48490665,3.610917913,22,8,9.094255893,78,22,10.74455893,63,56,50,2.302585093,2.63905733,22.9,2.901421594,26,0.5,1.6,0.2,6.9,63.7,2.3,52.6,20.6,8.963544292,2.833213344,1.386294361,3.8,2.397895273,16,26,6.4,26,85,15,25,6.11368218,57,18,3.970291914,84,67.1,83,56.5,37236,6,30,48,47,12,97644,9.831508083,3.80666249,13,6.324358962,2.995732274,16,1712,6.856461985,7.159291905,7.572502985
2.302585093,6.09356977,3.891820298,1.791759469,2.564949357,2.48490665,10,61,13,6,2.890371758,3.583518938,28,9,9.21473072,55,21,10.70504061,63,31,26,1.386294361,2.397895273,25.2,2.63188884,4.2,0.6,1.2,0.4,15.3,77.8,4.9,50.4,51.6,9.034557392,2.890371758,1.435084525,4,2.079441542,18,29,7.6,25,43,16,39,5.459585514,52,23,4.077537444,87,53.3,92,45.9,26223,5.7,26,73,38,25,78577,9.839375607,3.36729583,10.2,5.733341277,2.833213344,30,2156,7.852439085,7.509335266,8.378390789
2.079441542,5.525452939,3.761200116,1.791759469,2.397895273,2.302585093,8,239,12,8,2.079441542,3.663561646,25,9,9.145588495,56,14,11.0316101,55,31,28,1.386294361,2.197224577,27.6,2.186051277,26,0.8,11.8,0.1,20.5,39.6,7.7,51,0.5,8.490027523,2.708050201,1.223775432,3.4,2.079441542,15,30,7.6,20,80,16,23,5.834810737,24,20,3.828641396,89,59.1,76,63.4,449411,5.1,18,17,39,8,113891,10.23895929,3.36729583,6.7,5.351858133,2.944438979,53,1672,7.055312843,7.484930283,7.478734826
2.564949357,5.789960171,3.850147602,1.791759469,2.48490665,2.48490665,11,112,10,10,2.564949357,3.496507561,27,9,9.135293498,115,18,10.90738615,63,42,35,1.386294361,2.48490665,26.1,2.646174797,7.5,0.9,2.1,0.2,27.7,61.5,8.5,50,20.6,8.78828846,2.944438979,1.435084525,3.9,2.079441542,17,26,7.8,22,81,16,25,5.590986981,48,22,3.663561646,87,68.1,83,47.3,92277,4.7,24,39,40,15,99110,10.04702497,3.33220451,7.9,5.129898715,2.944438979,32,1630,7.313220387,6.766191715,7.695757991
3.258096538,6.259581464,3.988984047,1.945910149,2.48490665,2.48490665,11,127,15,2,3.295836866,3.583518938,21,7,9.193601048,21,22,10.62539224,58,20,22,1.791759469,3.044522438,24,2.785011242,5.3,0.3,0.7,0,1.4,90.9,0.3,51.4,77.4,9.203718496,2.772588722,1.360976553,3.9,2.197224577,17,27,7.6,26,67,17,29,5.572154032,52,17,3.80666249,89,55.1,87,49,11926,6.3,27,22,37,27,84699,9.699656312,3.401197382,8.4,6.51174533,2.995732274,43,1909,7.436617265,8.478244441,8.478244441
2.564949357,5.880532986,3.828641396,2.079441542,2.397895273,2.397895273,14,136,16,8,2.564949357,3.737669618,18,7,9.055906319,70,14,11.08884313,53,34,33,1.609437912,2.48490665,26.6,2.388762789,40.6,0.3,3.4,0.1,6.5,47.3,1.2,52.2,13.9,8.834628222,2.772588722,1.223775432,3.6,2.197224577,16,33,6.8,23,86,17,18,6.104793232,26,15,3.737669618,86,64.6,84,65.2,104569,6,16,22,32,15,105156,10.28236909,3.610917913,6.7,5.187385806,2.772588722,54,1962,6.711740395,7.266827348,8.000684785
2.197224577,5.874930731,4.043051268,2.079441542,2.48490665,2.48490665,13,194,16,9,2.397895273,3.63758616,18,6,9.287579152,75,15,10.93060384,58,22,20,1.609437912,2.564949357,25.6,2.493205453,30.1,0.4,3,0.2,6.7,57.6,1.4,51.3,10,8.789355452,2.890371758,1.435084525,3.9,2.197224577,18,31,6.6,24,86,17,19,6.371611847,37,15,4.317488114,84,63.3,85,64.8,65143,5.8,23,41,33,17,98944,10.01373113,3.63758616,7.2,5.786897381,2.63905733,24,1962,7.098375639,7.200424893,7.614312146
3.044522438,6.011267174,3.850147602,1.791759469,2.397895273,2.397895273,11,84,12,0,2.890371758,3.555348061,20,7,9.190851695,39,21,10.93492674,47,28,20,1.098612289,2.708050201,25.6,2.63188884,7.2,0.4,2.1,0.1,7,82.1,2.2,50.4,60,8.982686665,2.63905733,1.280933845,3.6,1.945910149,15,27,8.5,25,73,18,10,5.509388337,36,16,4.110873864,87,57.6,92,55.3,30402,4.8,18,41,42,10,99895,10.00856803,3.218875825,9.1,5.010635294,2.772588722,51,1628,7.921172722,7.837554361,7.689371108
3.091042453,6.368187186,4.290459441,1.945910149,2.63905733,2.564949357,13,209,16,6,3.091042453,3.63758616,26,9,9.285911559,27,19,10.49642758,87,42,31,1.791759469,2.772588722,27.4,2.667228207,15.2,0.8,0.7,0,11.6,71.5,3,50.9,69.5,9.197964101,3.044522438,1.526056303,4.2,2.302585093,20,30,7.1,28,59,15,42,6.115892125,81,21,4.736198448,81,63.5,83,44.5,6383,6.4,34,36,67,23,78186,9.711297462,3.737669618,10.1,6.152732695,2.708050201,28,3715,9.610457874,8.224163513,9.610457874
2.772588722,5.783825182,3.988984047,1.945910149,2.397895273,2.397895273,12,90,15,3,2.772588722,3.610917913,18,7,9.192787213,14,19,10.87383077,50,31,29,1.791759469,2.63905733,23.8,2.772588722,24.5,0.3,0.7,0,1.5,72,0,51.7,67.7,8.825265954,2.772588722,1.335001067,3.8,2.302585093,16,34,7.6,30,60,16,37,4.812184355,25,15,4.043051268,86,66.9,78,58.5,13666,5.3,21,44,37,16,97367,10.00233692,3.465735903,7.6,4.394449155,2.564949357,43,4798,8.178077464,8.871224644,9.158836529
2.079441542,6.214608098,4.234106505,1.945910149,2.708050201,2.564949357,14,492,22,5,3.091042453,3.63758616,22,7,9.158309964,105,26,10.51759153,73,39,37,2.079441542,2.772588722,24.6,2.827313622,36,0.3,1,0,2.7,59,0.9,52.5,56.6,9.276970454,3.135494216,1.589235205,4.3,2.302585093,20,36,6,31,40,13,19,6.424869024,54,17,3.912023005,86,63.6,83,43.6,18486,7.5,36,55,37,27,74724,9.394909401,3.784189634,13,5.655991811,2.63905733,23,997,6.272877007,6.86171134,7.777792626
2.197224577,6.03787092,4.430816799,1.945910149,2.564949357,2.48490665,10,314,20,18,2.564949357,3.737669618,19,6,9.208037723,243,17,10.58688738,69,19,18,2.079441542,2.708050201,28.1,2.104134154,39.3,0.7,2.3,0.7,12.5,41.5,1.7,48.4,23.2,8.989194823,3.044522438,1.386294361,3.9,2.197224577,19,35,4.9,26,73,17,25,6.453624999,61,15,4.110873864,83,57.5,85,63.9,25338,6.3,27,33,18,17,76669,9.930713539,3.583518938,7.4,5.902633333,2.833213344,22,2964,5.638354669,6.018593214,6.766191715
1.791759469,6.08221891,4.262679877,2.397895273,2.63905733,2.564949357,12,485,21,9,2.397895273,3.713572067,24,7,9.145588495,85,15,10.53738885,72,50,48,1.791759469,2.564949357,24.9,2.442347035,35.8,0.5,1.9,0.2,5.6,54.7,1.2,51,27.2,9.064042114,3.044522438,1.481604541,4.1,2.397895273,20,31,5.6,26,72,15,22,6.735780014,39,19,4.025351691,89,65,83,62.6,50355,5.9,32,53,30,18,78505,9.582524426,3.761200116,10.1,5.560681631,2.995732274,15,1924,6.650279049,7.069874128,7.459338895
2.772588722,5.902633333,4.077537444,1.945910149,2.48490665,2.48490665,11,64,14,1,3.044522438,3.555348061,22,9,9.180396496,73,19,10.78105825,51,55,15,1.791759469,2.48490665,18.5,2.778819272,1.7,0.7,0.7,0.2,4.8,90.4,1.5,50.1,83.9,8.833025307,2.772588722,1.360976553,3.9,2.079441542,17,31,8,25,88,18,30,5.105945474,20,19,3.988984047,83,64.2,92,55.5,15170,5.3,22,41,33,17,84917,9.70741184,3.433987204,5.8,4.836281907,2.890371758,43,2598,7.264030143,7.21964204,8.275376375
3.218875825,6.102558595,4.094344562,1.945910149,2.48490665,2.48490665,13,72,14,1,3.17805383,3.583518938,24,9,9.230437074,28,17,10.61484295,61,37,25,1.791759469,2.397895273,23.1,2.766319109,9.2,0.4,1.6,0,4.9,82.8,1.6,50.8,91.9,9.100190628,2.833213344,1.386294361,4,2.197224577,17,32,8,29,32,16,29,5.758901774,45,20,4.219507705,86,60.3,89,44.5,12752,5.4,23,39,26,18,83025,9.920246336,3.526360525,11.7,5.075173815,2.564949357,40,7078,10.25558705,8.176110342,10.25558705
2.833213344,6.282266747,4.369447852,1.945910149,2.63905733,2.564949357,15,273,21,1,3.17805383,3.663561646,23,7,9.193499355,14,21,10.54180889,87,11,8,2.197224577,2.63905733,22.3,2.949688335,38.9,0.4,0.7,0,2.2,56.7,0.3,52,83.3,9.291920359,3.091042453,1.504077397,4.1,2.397895273,19,35,6.5,30,24,14,22,6.08221891,49,19,4.043051268,86,47.1,84,37.4,8781,7.8,34,44,37,20,73918,9.546526853,3.663561646,11.8,5.710427017,2.772588722,50,3028,7.563200592,8.862625169,8.57508467
2.63905733,5.966146739,4.304065093,1.945910149,2.397895273,2.397895273,15,98,15,4,3.091042453,3.583518938,19,7,9.233470789,26,19,10.87936708,58,37,34,1.945910149,2.944438979,20.6,2.856470206,23.5,0.3,1,0,2.3,71.9,0.4,49.7,80.2,8.983063289,2.772588722,1.360976553,3.8,2.48490665,16,32,7.4,27,62,16,17,5.85220248,30,16,4.094344562,84,61.4,88,55.5,12692,5.6,20,31,37,6,99122,9.959915144,3.583518938,10.7,5.214935758,2.708050201,34,1803,8.261526448,8.261526448,8.821142236
3.258096538,6.242223265,3.688879454,1.945910149,2.564949357,2.48490665,13,76,14,6,3.295836866,3.583518938,28,9,9.232297539,45,23,10.67225228,76,49,23,1.791759469,2.564949357,25.3,2.624668592,1.1,0.9,0.5,0.2,14.5,82.8,3.1,50.3,70.1,9.247732491,2.890371758,1.435084525,4,2.079441542,18,33,7.3,30,75,16,20,5.468060141,58,23,4.189654742,85,52.4,89,37.8,15810,7.4,27,41,24,24,70045,9.693815354,3.36729583,4.1,5.384495063,2.995732274,35,7882,7.254177846,7.695303135,9.199380532
2.197224577,6.169610732,4.564348191,2.48490665,2.564949357,2.48490665,13,544,22,13,2.397895273,3.737669618,23,6,9.135401285,165,16,10.64132125,73,58,51,2.197224577,2.833213344,24.3,2.509599262,45,0.5,2.7,0.2,7.6,41.9,1.5,50.7,3,9.132703102,3.044522438,1.435084525,4.1,2.397895273,18,29,5.1,24,89,16,30,6.66440902,59,18,3.713572067,78,58.1,85,64.6,79038,7.4,31,43,30,12,83071,9.742966626,3.891820298,10.7,6.248042875,2.890371758,16,1080,6.011267174,6.406879986,7.526717561
2.397895273,6.070737728,3.931825633,1.791759469,2.48490665,2.48490665,10,223,18,9,2.944438979,3.713572067,21,8,9.147400572,41,19,10.84304549,69,35,34,1.945910149,2.890371758,26.9,2.509599262,42.7,0.4,1.1,0.1,5.3,49,1,52.4,31.2,9.0209942,2.890371758,1.360976553,3.8,2.302585093,17,33,6.2,29,76,15,24,6.333279628,39,17,4.077537444,86,59.7,81,61.4,48245,6.6,23,28,51,16,92873,9.950180281,3.713572067,6.8,5.945420609,2.944438979,47,2880,7.123672785,7.805067044,8.675904883
2.397895273,5.484796933,3.465735903,1.945910149,2.197224577,2.302585093,9,35,9,5,2.079441542,3.496507561,15,7,9.076580382,75,19,11.24335832,22,20,19,1.791759469,2.197224577,26.6,2.646174797,5.3,0.3,4.2,0,4.9,84.3,1.3,51,50.3,8.481566014,2.48490665,1.131402111,3.4,1.945910149,13,29,8.5,21,81,19,11,5.420534999,11,12,3.63758616,88,70.8,94,76.3,17430,4.3,9,9,29,7,135295,10.39065553,2.890371758,12.8,4.691347882,2.397895273,25,924,6.447305863,7.194436851,7.717796211
2.772588722,5.786897381,3.688879454,1.386294361,2.302585093,2.397895273,11,45,12,6,2.302585093,3.583518938,18,7,9.205830216,28,19,11.04544665,42,26,23,1.098612289,2.63905733,27.4,2.292534757,17.9,0.4,1,0.1,5.8,73.1,0.8,51.2,20.1,8.699848026,2.63905733,1.252762968,3.5,1.945910149,15,29,7.8,24,75,18,11,5.262690189,22,14,4.219507705,87,60.1,80,60.3,75712,5.1,13,33,33,11,103446,10.30654978,3.295836866,4.7,4.990432587,2.708050201,63,7095,8.083019919,8.195609567,8.755107122
2.63905733,5.888877958,4.158883083,1.945910149,2.302585093,2.397895273,14,40,11,2,2.772588722,3.496507561,23,9,9.131297165,59,19,10.93825441,54,49,28,1.791759469,2.833213344,20.5,3.039749159,1.4,0.5,0.9,0,3.2,92.9,0.8,50.7,73.1,9.02352875,2.564949357,1.252762968,3.7,2.079441542,15,27,8.3,23,57,17,27,4.744932128,43,19,3.80666249,89,63.4,91,51.1,13920,5.2,22,41,37,19,103612,10.05603695,3.258096538,8,5.278114659,2.564949357,44,2307,7.274479559,7.428927195,8.122074375
2.890371758,6.196444128,3.951243719,1.945910149,2.564949357,2.48490665,11,103,14,4,3.091042453,3.583518938,26,9,9.157888512,60,35,10.58779578,58,50,44,1.791759469,2.708050201,25.3,2.772588722,9.2,0.8,0.8,0.1,5.2,83.1,2.1,50.3,79.4,9.169518377,2.890371758,1.435084525,4,2.079441542,18,29,7.5,34,62,16,22,5.80814249,63,21,4.127134385,85,54.8,88,48.1,8106,6.1,31,82,29,28,80926,9.681530797,3.737669618,10.5,5.407171771,2.63905733,28,2374,8.065893547,7.417280057,9.164505836
2.890371758,6.269096284,3.828641396,1.791759469,2.48490665,2.48490665,10,78,15,5,2.890371758,3.610917913,26,8,9.227295813,26,26,10.58157186,83,22,13,1.609437912,2.772588722,26,2.727852828,12.7,0.8,0.9,0.2,13.1,71.8,3.9,51,51.4,9.256937657,2.890371758,1.386294361,3.9,2.197224577,18,35,7.3,31,80,16,21,5.877735782,66,20,4.060443011,87,65.2,81,41.7,17991,6.5,32,60,25,25,78630,9.748353056,3.496507561,12.4,6.255750042,2.890371758,34,3164,7.589335823,8.236155662,8.331345425
2.772588722,6.011267174,4.110873864,1.945910149,2.48490665,2.48490665,13,45,16,1,2.890371758,3.610917913,24,10,9.207436159,23,26,10.69925901,76,67,64,1.791759469,2.63905733,20.8,3.095577609,26.8,0.4,0.7,0.3,6.8,64.6,4.7,51.4,80.9,9.136586183,2.833213344,1.386294361,3.9,2.397895273,16,30,7.5,25,59,15,18,6.118097198,48,20,4.110873864,88,69,83,49.1,7701,8,33,35,37,10,92370,9.974225567,3.526360525,12.7,6.29156914,2.708050201,33,4238,8.02289687,8.359603271,8.58260633
3.218875825,5.942799375,4.094344562,1.945910149,2.564949357,2.48490665,13,35,15,0,2.995732274,3.526360525,29,13,9.153664195,80,19,10.61727035,66,34,18,1.791759469,2.995732274,18.1,3.261935314,1.3,0.5,0.9,0.1,8.2,87.8,2.3,50.7,79.3,8.953769295,2.890371758,1.458615023,4,2.079441542,17,29,7.9,25,100,15,29,5.375278408,39,25,4.127134385,85,59.7,93,45.2,6529,6.6,28,41,37,27,79650,9.469700127,3.36729583,17.9,5.030437921,2.944438979,22,1805,6.562444094,7.132497552,7.90617884
